region	lon	lat	topType	topTypeAlt	translitTitle	arTitle	topURI	translitTitleOther	arTitleOther	searchNames	arBW
Egypt	30.85120	30.96963	villages	localite	Maḥallaŧ Ṣurad	محلة صرد	MAHALLASURAD_308E309N_S_EGYP	Maḥallaŧ Ṣurad	محلة صرد	Mahalla Surad	Mahalla Surad
Egypt	30.88762	28.96006	towns	cite	Sumusṭā	سمسطا	SUMUSTA_308E289N_S_EGYP	Sumusṭā	سمسطا	Sumusta	Sumusta
Egypt	30.89161	30.34164	villages	village	al-Ǧurasiyyāt	ﭐلجرسيات	JURASIYYAT_308E303N_S_EGYP	al-Ǧurasiyyāt	ﭐلجرسيات	al-Jurasiyyat	al-Jurasiyyat
Egypt	30.91239	31.19144	regions	region	al-Afrāḥūn	ﭐلأفراحون	AFRAHUN_309E311N_R_EGYP	al-Afrāḥūn	ﭐلأفراحون	al-Afrahun	al-Afrahun
Egypt	30.91950	30.45505	towns	cite	Manūf	منوف	MANUF_309E304N_S_EGYP	Manūf	منوف	Manuf	Manuf
Egypt	30.92349	30.79572	towns	cite	Maḥallaŧ al-Maḥrūm	محلة ﭐلمحروم	MAHALLAMAHRUM_309E307N_S_EGYP	Maḥallaŧ al-Maḥrūm	محلة ﭐلمحروم	Mahalla al-Mahrum	Mahalla al-Mahrum
Egypt	30.92519	31.08645	towns	cite	Ṣaḫā	صخا	SAKHA_309E310N_S_EGYP	Ṣaḫā	صخا	Sakha	Sakha
Egypt	30.92633	30.76345	villages	village	Fīšaŧ Ibn Sulaym	فيشة إبن سليم	FISHAIBNSULAYM_309E307N_S_EGYP	Fīšaŧ Ibn Sulaym	فيشة إبن سليم	Fisha Ibn Sulaym	Fisha Ibn Sulaym
Egypt	30.92804	30.72039	towns	cite	al-Bundāriyyaŧ	ﭐلبندارية	BUNDARIYYA_309E307N_S_EGYP	al-Bundāriyyaŧ	ﭐلبندارية	al-Bundariyya	al-Bundariyya
Egypt	30.93316	30.68075	regions	district	Ṭuwwaŧ	طوة	TUWWA_309E306N_R_EGYP	Ṭuwwaŧ	طوة	Tuwwa	Tuwwa
Egypt	30.93987	20.35618	regions	region	Marīs	مريس	MARIS_309E203N_R_EGYP	Marīs	مريس	Maris	Maris
Egypt	30.94294	21.75496	waters	riviere	Nahr al-Nīl	نهر ﭐلنيل	NAHRNIL_309E217N_W_EGYP	Nahr al-Nīl	نهر ﭐلنيل	Nahr al-Nil	Nahr al-Nil
Egypt	30.95223	30.87050	regions	district	Manūf al-ʿUliyā	منوف ﭐلعليا	MANUFULIYA_309E308N_R_EGYP	Manūf al-ʿUliyā	منوف ﭐلعليا	Manuf al-Uliya	Manuf al-Uliya
Egypt	30.95992	29.13124	towns	cite	Ahnās	أهناس	AHNAS_309E291N_S_EGYP	Ahnās	أهناس	Ahnas	Ahnas
Egypt	30.97785	31.05159	villages	localite	Misīr	مسير	MISIR_309E310N_S_EGYP	Misīr	مسير	Misir	Misir
Egypt	30.99122	29.24901	towns	cite	al-Lāhūn	ﭐللاهون	LAHUN_309E292N_S_EGYP	al-Lāhūn	ﭐللاهون	al-Lahun	al-Lahun
Egypt	30.99606	31.58612	towns	cite	Burullus	برلس	BURULLUS_309E315N_S_EGYP	Burullus, Barullus	برلس، برلس	Burullus, Barullus	Burullus, Barullus
Egypt	31.00602	28.89131	waters	riviere	Nahr al-Nīl	نهر ﭐلنيل	NAHRNIL_310E288N_W_EGYP	Nahr al-Nīl	نهر ﭐلنيل	Nahr al-Nil	Nahr al-Nil
Egypt	31.01228	30.22134	waystations	etape	Ḏāt al-Sāḥil	ذات ﭐلساحل	DHATSAHIL_310E302N_S_EGYP	Ḏāt al-Sāḥil	ذات ﭐلساحل	Dhat al-Sahil	Dhat al-Sahil
Egypt	31.01342	30.58083	towns	cite	Malīǧ	مليج	MALIJ_310E305N_S_EGYP	Malīǧ	مليج	Malij	Malij
Egypt	31.02025	30.85291	regions	region	Baṭn al-Rīf	بطن ﭐلريف	BATNRIF_310E308N_R_EGYP	Baṭn al-Rīf	بطن ﭐلريف	Batn al-Rif	Batn al-Rif
Egypt	31.05262	30.43271	villages	localite	Subk al-ʿAbīd	سبك ﭐلعبيد	SUBKABID_310E304N_S_EGYP	Subk al-ʿAbīd	سبك ﭐلعبيد	Subk al-Abid	Subk al-Abid
Egypt	31.06351	30.23314	towns	cite	Šaṭnūf	شطنوف	SHATNUF_310E302N_S_EGYP	Šaṭnūf	شطنوف	Shatnuf	Shatnuf
Egypt	31.08970	30.68760	towns	cite	Ṭaṭāʾ	ططاء	TATA_310E306N_S_EGYP	Ṭaṭāʾ	ططاء	Tata	Tata
Egypt	31.10165	30.27628	villages	localite	Tantītā	تنتيتا	TANTITA_311E302N_S_EGYP	Tantītā, Ṭant	تنتيتا، طنت	Tantita, Tant	Tantita, Tant
Egypt	31.10620	30.37013	towns	cite	Diǧwaŧ	دجوة	DIJWA_311E303N_S_EGYP	Diǧwaŧ	دجوة	Dijwa	Dijwa
Egypt	31.10677	29.27633	towns	cite	Būṣīr	بوصير	BUSIR_311E292N_S_EGYP	Būṣīr, Būṣīr al-Fayyūm, Abūṣīr, Būṣīr Qūrīdus, Būṣīr al-Ašmūnayn	بوصير، بوصير ﭐلفيوم، أبوصير، بوصير قوريدس، بوصير ﭐلأشمونين	Busir, Busir al-Fayyum, Abusir, Busir Quridus, Busir al-Ashmunayn	Busir, Busir al-Fayyum, Abusir, Busir Quridus, Busir al-Ashmunayn
Egypt	31.10905	30.12144	towns	port	Wasīm	وسيم	WASIM_311E301N_S_EGYP	Wasīm	وسيم	Wasim	Wasim
Egypt	31.14662	30.97329	towns	cite	Maḥallaŧ al-Kabīraŧ	محلة ﭐلكبيرة	MAHALLAKABIRA_311E309N_S_EGYP	Maḥallaŧ al-Kabīraŧ	محلة ﭐلكبيرة	Mahalla al-Kabira	Mahalla al-Kabira
Egypt	31.16142	29.21524	towns	cite	Dalāṣ	دلاص	DALAS_311E292N_S_EGYP	Dalāṣ, Dilāṣ	دلاص، دلاص	Dalas, Dilas	Dalas, Dilas
Egypt	31.16142	30.43641	towns	cite	Banhā al-ʿAsal	بنها ﭐلعسل	BANHAASAL_311E304N_S_EGYP	Banhā al-ʿAsal	بنها ﭐلعسل	Banha al-Asal	Banha al-Asal
Egypt	31.16426	30.96890	towns	cite	Ṣandafā	صندفا	SANDAFA_311E309N_S_EGYP	Ṣandafā	صندفا	Sandafa	Sandafa
Egypt	31.17223	30.45947	regions	district	Atrīb	أتريب	ATRIB_311E304N_R_EGYP	Atrīb	أتريب	Atrib	Atrib
Egypt	31.17223	30.45947	towns	cite	Atrīb	أتريب	ATRIB_311E304N_S_EGYP	Atrīb	أتريب	Atrib	Atrib
Egypt	31.18485	27.17922	towns	cite	Asyūṭ	أسيوط	ASYUT_311E271N_S_EGYP	Asyūṭ	أسيوط	Asyut	Asyut
Egypt	31.18645	30.16277	towns	cite	Sardūs	سردوس	SARDUS_311E301N_S_EGYP	Sardūs	سردوس	Sardus	Sardus
Egypt	31.20183	30.00653	towns	cite	al-Ǧīzaŧ	ﭐلجيزة	JIZA_312E300N_S_EGYP	al-Ǧīzaŧ	ﭐلجيزة	al-Jiza	al-Jiza
Egypt	31.21094	30.70718	towns	cite	Ziftā Ǧawād	زفتا جواد	ZIFTAJAWAD_312E307N_S_EGYP	Ziftā Ǧawād	زفتا جواد	Zifta Jawad	Zifta Jawad
Egypt	31.21122	30.04436	quarters	quartier	al-Ǧazīraŧ	ﭐلجزيرة	JAZIRA_312E300N_S_EGYP	al-Ǧazīraŧ	ﭐلجزيرة	al-Jazira	al-Jazira
Egypt	31.22403	30.82041	regions	district	Damsīs	دمسيس	DAMSIS_312E308N_R_EGYP	Damsīs	دمسيس	Damsis	Damsis
Egypt	31.22403	30.82041	towns	cite	Damsīs	دمسيس	DAMSIS_312E308N_S_EGYP	Damsīs	دمسيس	Damsis	Damsis
Egypt	31.22681	27.10901	towns	cite	Būtīǧ	بوتيج	BUTIJ_312E271N_S_EGYP	Būtīǧ	بوتيج	Butij	Butij
Egypt	31.23342	31.28817	regions	region	al-Bašarūd	ﭐلبشرود	BASHARUD_312E312N_R_EGYP	al-Bašarūd	ﭐلبشرود	al-Basharud	al-Basharud
Egypt	31.24168	30.05778	quarters	quartier	al-Qāhiraŧ	ﭐلقاهرة	QAHIRA_312E300N_S_EGYP	al-Qāhiraŧ	ﭐلقاهرة	al-Qahira	al-Qahira
Egypt	31.24225	30.11048	towns	cite	Šabruwā	شبروا	SHABRUWA_312E301N_S_EGYP	Šabruwā, Šubrū	شبروا، شبرو	Shabruwa, Shubru	Shabruwa, Shubru
Egypt	31.24253	30.01540	villages	localite	al-Qaṣr	ﭐلقصر	QASR_312E300N_S_EGYP	al-Qaṣr, Bāb Alyūn	ﭐلقصر، باب أليون	al-Qasr, Bab Alyun	al-Qasr, Bab Alyun
Egypt	31.24509	30.94986	regions	district	Samannūd	سمنود	SAMANNUD_312E309N_R_EGYP	Samannūd	سمنود	Samannud	Samannud
Egypt	31.24964	30.04325	metropoles	metropole	Fusṭāṭ	فسطاط	FUSTAT_312E300N_S_EGYP	Fusṭāṭ	فسطاط	Fustat	Fustat
Egypt	31.25278	31.19181	regions	district	al-Awsiyaŧ	ﭐلأوسية	AWSIYA_312E311N_R_EGYP	al-Awsiyaŧ	ﭐلأوسية	al-Awsiya	al-Awsiya
Egypt	31.25648	29.85447	towns	ville	Manf	منف	MANF_312E298N_S_EGYP	Manf, al-ʿAzīziyyaŧ	منف، ﭐلعزيزية	Manf, al-Aziziyya	Manf, al-Aziziyya
Egypt	31.26672	30.65235	villages	localite	Ṣahraǧāt	صهرجات	SAHRAJAT_312E306N_S_EGYP	Ṣahraǧāt	صهرجات	Sahrajat	Sahrajat
Egypt	31.28494	30.97866	regions	district	Nawasā	نوسا	NAWASA_312E309N_R_EGYP	Nawasā	نوسا	Nawasa	Nawasa
Egypt	31.29831	29.86015	towns	cite	Ḥulwān	حلوان	HULWAN_312E298N_S_EGYP	Ḥulwān	حلوان	Hulwan	Hulwan
Egypt	31.29974	29.43347	towns	cite	Aṭfīḥ	أطفيح	ATFIH_312E294N_S_EGYP	Aṭfīḥ	أطفيح	Atfih	Atfih
Egypt	31.30514	31.00708	towns	cite	Awīš	أويش	AWISH_313E310N_S_EGYP	Awīš	أويش	Awish	Awish
Egypt	31.30770	30.12919	towns	cite	ʿAyn Šams	عين شمس	AYNSHAMS_313E301N_S_EGYP	ʿAyn Šams	عين شمس	Ayn Shams	Ayn Shams
Egypt	31.31852	30.01368	sites	mont	Ǧabal Muqaṭṭam	جبل مقطم	JABALMUQATTAM_313E300N_O_EGYP	Ǧabal Muqaṭṭam	جبل مقطم	Jabal Muqattam	Jabal Muqattam
Egypt	31.35040	31.14140	towns	cite	Damīraŧ	دميرة	DAMIRA_313E311N_S_EGYP	Damīraŧ, Dumayraŧ	دميرة، دميرة	Damira, Dumayra	Damira, Dumayra
Egypt	31.37174	30.36522	towns	cite	Maštūl	مشتول	MASHTUL_313E303N_S_EGYP	Maštūl	مشتول	Mashtul	Mashtul
Egypt	31.37316	30.69837	regions	region	Naṭwayaŧ	نطوية	NATWAYA_313E306N_R_EGYP	Naṭwayaŧ, Naṭw al-Rummān	نطوية، نطو ﭐلرمان	Natwaya, Natw al-Rumman	Natwaya, Natw al-Rumman
Egypt	31.38569	30.16070	sites	lieu	Ǧubb ʿAmīraŧ	جب عميرة	JUBBAMIRA_313E301N_O_EGYP	Ǧubb ʿAmīraŧ	جب عميرة	Jubb Amira	Jubb Amira
Egypt	31.47498	26.94253	villages	localite	Qaw	قو	QAW_314E269N_S_EGYP	Qaw, Qahqāwaŧ, Qahqaŧ	قو، قهقاوة، قهقة	Qaw, Qahqawa, Qahqa	Qaw, Qahqawa, Qahqa
Egypt	31.49925	30.56736	regions	district	Basṭaŧ	بسطة	BASTA_314E305N_R_EGYP	Basṭaŧ	بسطة	Basta	Basta
Egypt	31.51063	30.94376	regions	district	Ṭumayy	طمي	TUMAYY_315E309N_R_EGYP	Ṭumayy	طمي	Tumayy	Tumayy
Egypt	31.51348	30.38241	towns	cite	Ġayfā	غيفا	GHAYFA_315E303N_S_EGYP	Ġayfā	غيفا	Ghayfa	Ghayfa
Egypt	31.54194	31.04233	towns	cite	Tanā	تنا	TANA_315E310N_S_EGYP	Tanā	تنا	Tana	Tana
Egypt	31.55816	31.11972	waters	riviere	Ḫalīǧ Sardūs	خليج سردوس	KHALIJSARDUS_315E311N_W_EGYP	Ḫalīǧ Sardūs	خليج سردوس	Khalij Sardus	Khalij Sardus
Egypt	31.57097	30.41776	capitals	capitale	Bilbays	بلبيس	BILBAYS_315E304N_S_EGYP	Bilbays	بلبيس	Bilbays	Bilbays
Egypt	31.57495	30.59137	regions	circon	al-Ḥawf al-Šarqī	ﭐلحوف ﭐلشرقي	HAWFSHARQI_315E305N_R_EGYP	al-Ḥawf al-Šarqī	ﭐلحوف ﭐلشرقي	al-Hawf al-Sharqi	al-Hawf al-Sharqi
Egypt	31.57979	30.16955	waystations	etape	Buwayb	بويب	BUWAYB_315E301N_S_EGYP	Buwayb	بويب	Buwayb	Buwayb
Egypt	31.60503	19.72554	regions	region	Balad al-Nūbaŧ	بلد ﭐلنوبة	BALADNUBA_316E197N_R_EGYP	Balad al-Nūbaŧ	بلد ﭐلنوبة	Balad al-Nuba	Balad al-Nuba
Egypt	31.60625	26.54490	regions	district	al-Dayr	ﭐلدير	DAYR_316E265N_R_EGYP	al-Dayr, Dayr Bū Šanūdaŧ	ﭐلدير، دير بو شنودة	al-Dayr, Dayr Bu Shanuda	al-Dayr, Dayr Bu Shanuda
Egypt	31.62447	30.73556	regions	district	Qurbayt	قربيت	QURBAYT_316E307N_R_EGYP	Qurbayt	قربيت	Qurbayt	Qurbayt
Egypt	31.64900	26.69354	villages	localite	Fāw	فاو	FAW_316E266N_S_EGYP	Fāw	فاو	Faw	Faw
Egypt	31.65521	30.93839	waters	riviere	Ḫalīǧ Daqādūs	خليج دقادوس	KHALIJDAQADUS_316E309N_W_EGYP	Ḫalīǧ Daqādūs	خليج دقادوس	Khalij Daqadus	Khalij Daqadus
Egypt	31.66289	31.28355	towns	cite	Daqahlaŧ	دقهلة	DAQAHLA_316E312N_S_EGYP	Daqahlaŧ	دقهلة	Daqahla	Daqahla
Egypt	31.70644	30.53647	towns	cite	al-ʿAbbāsiyyaŧ	ﭐلعباسية	ABBASIYYA_317E305N_S_EGYP	al-ʿAbbāsiyyaŧ	ﭐلعباسية	al-Abbasiyya	al-Abbasiyya
Egypt	31.72957	26.56301	towns	cite	Aḫmīm	أخميم	AKHMIM_317E265N_S_EGYP	Aḫmīm	أخميم	Akhmim	Akhmim
Egypt	31.74628	30.70963	regions	region	Aṭrabiyyaŧ	أطربية	ATRABIYYA_317E307N_R_EGYP	Aṭrabiyyaŧ	أطربية	Atrabiyya	Atrabiyya
Egypt	31.79125	31.43739	towns	cite	Dimyāṭ	دمياط	DIMYAT_317E314N_S_EGYP	Dimyāṭ	دمياط	Dimyat	Dimyat
Egypt	31.79581	30.71061	towns	cite	Fāqūs	فاقوس	FAQUS_317E307N_S_EGYP	Fāqūs	فاقوس	Faqus	Faqus
Egypt	31.79880	26.47449	villages	localite	Abšāyaŧ	أبشاية	ABSHAYA_317E264N_S_EGYP	Abšāyaŧ	أبشاية	Abshaya	Abshaya
Egypt	31.79922	30.57863	waters	canal	Ḫalīǧ Amīr al-Muʾminīn	خليج أمير ﭐلمؤمنين	KHALIJAMIRMUMININ_317E305N_W_EGYP	Ḫalīǧ Amīr al-Muʾminīn	خليج أمير ﭐلمؤمنين	Khalij Amir al-Muminin	Khalij Amir al-Muminin
Egypt	31.83110	31.01550	regions	region	Iblīl	إبليل	IBLIL_318E310N_R_EGYP	Iblīl	إبليل	Iblil	Iblil
Egypt	31.87094	31.40557	towns	cite	Šaṭā	شطا	SHATA_318E314N_S_EGYP	Šaṭā	شطا	Shata	Shata
Egypt	31.87265	30.97890	regions	district	Ṣān	صان	SAN_318E309N_R_EGYP	Ṣān	صان	San	San
Egypt	31.93498	30.09522	waystations	etape	Bunduqaŧ	بندقة	BUNDUQA_319E300N_S_EGYP	Bunduqaŧ, Manzil Ibn Bunduqaŧ, Manzil Ibn Ṣadaqaŧ	بندقة، منزل إبن بندقة، منزل إبن صدقة	Bunduqa, Manzil Ibn Bunduqa, Manzil Ibn Sadaqa	Bunduqa, Manzil Ibn Bunduqa, Manzil Ibn Sadaqa
Egypt	31.99133	31.25935	waters	lac	Buḥayraŧ Tinnīs	بحيرة تنيس	BUHAYRATINNIS_319E312N_W_EGYP	Buḥayraŧ Tinnīs	بحيرة تنيس	Buhayra Tinnis	Buhayra Tinnis
Egypt	31.99590	26.21922	towns	cite	Bulyanā	بلينا	BULYANA_319E262N_S_EGYP	Bulyanā	بلينا	Bulyana	Bulyana
Egypt	32.05366	30.18702	villages	localite	al-Manṣaf	ﭐلمنصف	MANSAF_320E301N_S_EGYP	al-Manṣaf	ﭐلمنصف	al-Mansaf	al-Mansaf
Egypt	32.08240	31.16442	towns	cite	Tūnaŧ	تونة	TUNA_320E311N_S_EGYP	Tūnaŧ	تونة	Tuna	Tuna
Egypt	32.19454	30.91373	towns	cite	Ǧurǧīr	جرجير	JURJIR_321E309N_S_EGYP	Ǧurǧīr	جرجير	Jurjir	Jurjir
Egypt	32.22755	31.21262	towns	cite	Tinnīs	تنيس	TINNIS_322E312N_S_EGYP	Tinnīs	تنيس	Tinnis	Tinnis
Egypt	32.29854	26.02153	towns	cite	Hū	هو	HU_322E260N_S_EGYP	Hū	هو	Hu	Hu
Egypt	32.32461	30.85902	villages	localite	al-Qanṭaraŧ	ﭐلقنطرة	QANTARA_323E308N_S_EGYP	al-Qanṭaraŧ	ﭐلقنطرة	al-Qantara	al-Qantara
Egypt	32.35560	15.06046	waters	riviere	al-Nīl al-Abyaḍ	ﭐلنيل ﭐلأبيض	NILABYAD_323E150N_W_EGYP	al-Nīl al-Abyaḍ	ﭐلنيل ﭐلأبيض	al-Nil al-Abyad	al-Nil al-Abyad
Egypt	32.38039	30.05828	waystations	etape	ʿAǧarūd	عجرود	AJARUD_323E300N_S_EGYP	ʿAǧarūd	عجرود	Ajarud	Ajarud
Egypt	32.46943	18.06095	regions	region	Maqurraŧ	مقرة	MAQURRA_324E180N_R_EGYP	Maqurraŧ, Muqurraŧ	مقرة، مقرة	Maqurra, Muqurra	Maqurra, Muqurra
Egypt	32.51795	25.64017	towns	cite	Armant	أرمنت	ARMANT_325E256N_S_EGYP	Armant	أرمنت	Armant	Armant
Egypt	32.54404	29.97325	villages	localite	Suways	سويس	SUWAYS_325E299N_S_EGYP	Suways	سويس	Suways	Suways
Egypt	32.55162	25.32189	towns	cite	Asnā	أسنا	ASNA_325E253N_S_EGYP	Asnā	أسنا	Asna	Asna
Egypt	32.55275	15.48074	villages	localite	Sūbaŧ	سوبة	SUBA_325E154N_S_EGYP	Sūbaŧ	سوبة	Suba	Suba
Egypt	32.55684	30.02822	towns	cite	al-Qulzum	ﭐلقلزم	QULZUM_325E300N_S_EGYP	al-Qulzum	ﭐلقلزم	al-Qulzum	al-Qulzum
Egypt	32.59811	31.02282	capitals	capitale	al-Faramā	ﭐلفرما	FARAMA_325E310N_S_EGYP	al-Faramā	ﭐلفرما	al-Farama	al-Farama
Egypt	32.61253	25.72063	towns	cite	al-Aqṣūr	ﭐلأقصور	AQSUR_326E257N_S_EGYP	al-Aqṣūr	ﭐلأقصور	al-Aqsur	al-Aqsur
Egypt	32.64544	26.15778	regions	district	Dandaraŧ	دندرة	DANDARA_326E261N_R_EGYP	Dandaraŧ	دندرة	Dandara	Dandara
Egypt	32.73283	26.17068	regions	district	Qinā	قنا	QINA_327E261N_R_EGYP	Qinā	قنا	Qina	Qina
Egypt	32.74002	25.22987	waters	riviere	Nahr al-Nīl	نهر ﭐلنيل	NAHRNIL_327E252N_W_EGYP	Nahr al-Nīl	نهر ﭐلنيل	Nahr al-Nil	Nahr al-Nil
Egypt	32.74342	25.91848	towns	cite	Qūṣ	قوص	QUS_327E259N_S_EGYP	Qūṣ	قوص	Qus	Qus
Egypt	32.80433	25.99671	regions	district	Qifṭ	قفط	QIFT_328E259N_R_EGYP	Qifṭ, Qufṭ	قفط، قفط	Qift, Quft	Qift, Quft
Egypt	32.87404	23.01969	towns	cite	ʿAllaqī	علقي	ALLAQI_328E230N_S_EGYP	ʿAllaqī	علقي	Allaqi	Allaqi
Egypt	32.87999	25.01203	regions	district	Atfū	أتفو	ATFU_328E250N_R_EGYP	Atfū	أتفو	Atfu	Atfu
Egypt	32.88630	23.12192	waystations	etape	Kubān	كبان	KUBAN_328E231N_S_EGYP	Kubān, Qubbān	كبان، قبان	Kuban, Qubban	Kuban, Qubban
Egypt	32.92462	24.01605	sites	cataracte	al-Ǧanādil	ﭐلجنادل	JANADIL_329E240N_O_EGYP	al-Ǧanādil	ﭐلجنادل	al-Janadil	al-Janadil
Egypt	32.93994	23.86056	villages	localite	al-Qaṣr	ﭐلقصر	QASR_329E238N_S_EGYP	al-Qaṣr	ﭐلقصر	al-Qasr	al-Qasr
Egypt	32.94356	23.99294	regions	ile	Bilāq	بلاق	BILAQ_329E239N_R_EGYP	Bilāq, Ablāq	بلاق، أبلاق	Bilaq, Ablaq	Bilaq, Ablaq
Egypt	32.97579	22.98246	waters	wadi	Wādī ʿAllāqī	وادي علاقي	WADIALLAQI_329E229N_W_EGYP	Wādī ʿAllāqī	وادي علاقي	Wadi Allaqi	Wadi Allaqi
Egypt	32.98286	24.10701	capitals	capitale	Uswān	أسوان	USWAN_329E241N_S_EGYP	Uswān	أسوان	Uswan	Uswan
Egypt	32.98745	24.46534	towns	cite	Unbuwā	أنبوا	UNBUWA_329E244N_S_EGYP	Unbuwā, Unbuw	أنبوا، أنبو	Unbuwa, Unbuw	Unbuwa, Unbuw
Egypt	33.05753	31.14397	waystations	etape	Dayr al-Naṣārá	دير ﭐلنصارى	DAYRNASARA_330E311N_S_EGYP	Dayr al-Naṣārá, Ḥiṣn al-Naṣārá, al-Qaṣr	دير ﭐلنصارى، حصن ﭐلنصارى، ﭐلقصر	Dayr al-Nasara, Hisn al-Nasara, al-Qasr	Dayr al-Nasara, Hisn al-Nasara, al-Qasr
Egypt	33.12566	31.02385	towns	cite	al-Baqqāraŧ	ﭐلبقارة	BAQQARA_331E310N_S_EGYP	al-Baqqāraŧ	ﭐلبقارة	al-Baqqara	al-Baqqara
Egypt	33.23727	30.75519	regions	region	al-Ǧifār	ﭐلجفار	JIFAR_332E307N_R_EGYP	al-Ǧifār	ﭐلجفار	al-Jifar	al-Jifar
Egypt	33.35835	22.61001	sites	mines	Maʿādin al-Tibr	معادن ﭐلتبر	MAADINTIBR_333E226N_O_EGYP	Maʿādin al-Tibr	معادن ﭐلتبر	Maadin al-Tibr	Maadin al-Tibr
Egypt	33.43051	19.40078	villages	localite	al-Sanṭaŧ	ﭐلسنطة	SANTA_334E194N_S_EGYP	al-Sanṭaŧ	ﭐلسنطة	al-Santa	al-Santa
Egypt	33.54242	31.06734	towns	cite	al-Warrādaŧ	ﭐلورادة	WARRADA_335E310N_S_EGYP	al-Warrādaŧ	ﭐلورادة	al-Warrada	al-Warrada
Egypt	33.67254	28.67926	towns	district/oasis/cite?	Fārān	فاران	FARAN_336E286N_S_EGYP	Fārān	فاران	Faran	Faran
Egypt	33.80128	29.16755	regions	desert	Tīh Banū Isrāʾil	تيه بنو إسرائل	TIHBANUISRAIL_338E291N_R_EGYP	Tīh Banū Isrāʾil	تيه بنو إسرائل	Tih Banu Israil	Tih Banu Israil
Egypt	33.80807	31.12453	towns	cite	al-ʿArīš	ﭐلعريش	ARISH_338E311N_S_EGYP	al-ʿArīš	ﭐلعريش	al-Arish	al-Arish
Egypt	33.89324	25.07556	sites	mines	Maʿādin al-Zumurruḏ	معادن ﭐلزمرذ	MAADINZUMURRUDH_338E250N_O_EGYP	Maʿādin al-Zumurruḏ	معادن ﭐلزمرذ	Maadin al-Zumurrudh	Maadin al-Zumurrudh
Egypt	33.95454	28.35876	sites	mont	Ṭūr Sīnāʾ	طور سيناء	TURSINA_339E283N_O_EGYP	Ṭūr Sīnāʾ	طور سيناء	Tur Sina	Tur Sina
Egypt	34.09472	17.49927	villages	localite	al-Abwāb	ﭐلأبواب	ABWAB_340E174N_S_EGYP	al-Abwāb	ﭐلأبواب	al-Abwab	al-Abwab
Egypt	34.10934	22.13452	waters	wadi	Wādī ʿAllaqī	وادي علقي	WADIALLAQI_341E221N_W_EGYP	Wādī ʿAllaqī	وادي علقي	Wadi Allaqi	Wadi Allaqi
Egypt	34.14753	14.94825	regions	region	Bilād al-Ḥabašaŧ	بلاد ﭐلحبشة	BILADHABASHA_341E149N_R_EGYP	Bilād al-Ḥabašaŧ	بلاد ﭐلحبشة	Bilad al-Habasha	Bilad al-Habasha
Egypt	34.27748	26.10673	villages	localite	Quṣayr	قصير	QUSAYR_342E261N_S_EGYP	Quṣayr	قصير	Qusayr	Qusayr
Egypt	36.24428	22.48899	towns	port	ʿAyḏab	عيذب	AYDHAB_362E224N_S_EGYP	ʿAyḏab	عيذب	Aydhab	Aydhab
Egypt	37.06730	19.28058	regions	region	Bilād al-Buǧǧaŧ	بلاد ﭐلبجة	BILADBUJJA_370E192N_R_EGYP	Bilād al-Buǧǧaŧ	بلاد ﭐلبجة	Bilad al-Bujja	Bilad al-Bujja
Egypt	37.33032	19.11304	villages	localite	Suwākin	سواكن	SUWAKIN_373E191N_S_EGYP	Suwākin	سواكن	Suwakin	Suwakin
Egypt	39.48117	15.63308	towns	ile/port/cite?	Bāḍiʿ	باضع	BADI_394E156N_S_EGYP	Bāḍiʿ	باضع	Badi	Badi
Faris	49.70675	30.25118	towns	cite	Hinduwān	هندوان	HINDUWAN_497E302N_S_FARI	Hinduwān, Hindīǧān	هندوان، هنديجان	Hinduwan, Hindijan	Hinduwan, Hindijan
Faris	50.21436	30.06436	towns	cite	Mahrūbān	مهروبان	MAHRUBAN_502E300N_S_FARI	Mahrūbān	مهروبان	Mahruban	Mahruban
Faris	50.22217	30.34108	villages	localite	Rīšahr	ريشهر	RISHAHR_502E303N_S_FARI	Rīšahr	ريشهر	Rishahr	Rishahr
Faris	50.27838	29.92283	towns	cite	Sīnīz	سينيز	SINIZ_502E299N_S_FARI	Sīnīz, Šīnīz	سينيز، شينيز	Siniz, Shiniz	Siniz, Shiniz
Faris	50.29766	30.61030	capitals	capitale	Arrāǧān	أراجان	ARRAJAN_502E306N_S_FARI	Arrāǧān	أراجان	Arrajan	Arrajan
Faris	50.33529	29.23531	regions	ile	Ǧazīraŧ Ḫarak	جزيرة خرك	JAZIRAKHARAK_503E292N_R_FARI	Ǧazīraŧ Ḫarak	جزيرة خرك	Jazira Kharak	Jazira Kharak
Faris	50.38864	29.74023	waystations	etape	Sanǧāhān	سنجاهان	SANJAHAN_503E297N_S_FARI	Sanǧāhān	سنجاهان	Sanjahan	Sanjahan
Faris	50.39397	30.51616	towns	cite	Zaytūn	زيتون	ZAYTUN_503E305N_S_FARI	Zaytūn, Zaytān, Firzuk	زيتون، زيتان، فرزك	Zaytun, Zaytan, Firzuk	Zaytun, Zaytan, Firzuk
Faris	50.42781	30.99710	regions	region	Sardān	سردان	SARDAN_504E309N_R_FARI	Sardān	سردان	Sardan	Sardan
Faris	50.46130	29.96408	waystations	etape?	Ṣāḥik	صاحك	SAHIK_504E299N_S_FARI	Ṣāḥik	صاحك	Sahik	Sahik
Faris	50.51371	30.44661	xroads	rPoint	RoutePoints0699	RoutePoints0699	ROUTEPOINTS0699_505E304N_O_FARI	RoutePoints0699	RoutePoints0699	RoutePoints0699	RoutePoints0699
