lat,lng,name,property
38.75874,39.2247,حصن زياد,old
34.77554,48.57908,همذان,old
36.36629,56.13276,هفدر,old
34.4958,47.90457,قصر اللصوص,old
19.82177,42.60348,بیشة,new
19.74604,42.53183,بیشة,new
20.04558,42.41439,تبالة,old
19.51994,42.71961,جسداء,old
34.44044,35.85194,أطرابلس,old
31.35567,51.81266,سميرم,old
31.71801,50.29984,الدز,old
32.37576,20.84475,برقة,old
30.02247,52.37011,قرية جويم,new
29.70533,52.24073,قرية جويم,new
29.61884,52.52867,شيراز,old
29.98842,52.19005,خلار,old
30.51616,50.39397,الزيتون,old
39.67905,67.03225,سمرقند,old
40.22314,68.82906,خاوص,old
34.72729,63.51568,شورمين,old
21.62711,40.00076,بئر ابن المرتفع,new
21.23003,40.04703,بئر ابن المرتفع,new
21.39132,39.83612,مکة,old
21.46576,40.21296,قرن,old
33.99489,-6.88943,الرباط,old
32.53782,48.30291,اللور,old
30.26913,52.90272,بئر,new
29.82997,53.08694,بئر,new
30.2849,53.1975,كهمندة,old
29.97008,52.92548,إصطخر,old
31.25883,15.87924,قصور حسان,old
30.03958,52.36712,نسا,old
37.4079,-5.96199,اشبيلية,old
33.91455,-5.56626,مكناسة,old
39.88926,-4.0521,طليطلة,old
29.61884,52.52867,شيراز,old
29.57226,34.94527,ويلة,old
32.35928,62.06561,فره,old
36.81951,58.96653,رايكان,old
29.25713,53.20589,سروستان,old
34.53751,62.7655,رباط ميانه,old
31.74166,54.19969,قرية المجوس,old
37.44577,66.8817,محلة القياسين,old
39.1437,42.55713,ملازكرد,old
30.63942,53.18449,قرية الخلاف,old
20.04558,42.41439,تبالة,old
34.82887,-5.88806,البصرة,old
30.49692,47.83555,الأبلة,old
34.54399,48.82661,الديمر,new
34.65763,48.2993,الديمر,new
34.77554,48.57908,همذان,old
34.42798,48.54618,راكاه,old
28.69436,57.80498,جيرفت,old
28.75143,54.54591,درابجرد,old
36.49038,1.37563,تنس,old
36.7312,54.05573,طميسة,old
34.30577,46.22379,المرج,old
34.43457,46.93427,الزبيدية,old
33.93204,49.83726,جراناباذ,new
33.5802,49.76365,جراناباذ,new
33.62812,50.05422,ابتعه,old
33.88116,49.54697,الكرج,old
35.13557,58.4113,طرثيث,old
34.01251,36.19213,بعلبك,old
34.44699,36.56409,جوسية,old
29.61836,57.06721,كوغون,old
29.85672,56.71727,خناب,old
36.74791,-4.43066,مالقة,old
36.2852,54.80181,الحدادة,old
36.39341,55.67094,مرجان,old
31.32986,48.69059,الأهواز,old
37.12708,59.28793,قلميهن,old
41.44051,-5.76776,سمورة,old
35.55078,0.442,هوارة,old
31.38151,63.14407,رباط كرودين,old
31.2857,62.39332,حروري,old
34.84737,67.80206,الباميان,old
29.50609,52.49957,كفره,old
18.48351,42.98036,کثبة,old
31.85842,66.38343,رباط سراب,old
30.52571,48.33301,حصن مهدى,old
31.90975,54.34286,كثة,old
35.05003,59.41155,سنكان,old
40.24606,69.63107,خجندة,old
32.22674,47.30428,الطيب,old
36.02054,43.39249,الحديثة,old
43.02402,59.49472,وردراغ,new
42.17288,59.80213,وردراغ,new
42.80533,59.79383,كردر,old
42.39769,59.5047,مزداخقان,old
31.99027,23.96719,جياد الصغير,old
31.67644,24.83486,مرج الشيخ,old
34.90118,62.7153,v,new
34.58061,62.30137,v,new
35.20428,62.42996,كيف,old
34.27292,62.58466,خيسار,old
29.60089,50.53898,جنابة,old
26.71435,42.29198,توز,old
30.04325,31.24964,الفسطاط,old
30.40094,30.81078,ترنوط,old
32.77902,22.203,حليمان,old
30.76751,50.31554,ارجان,new
30.30275,50.51014,ارجان,new
30.34108,50.22217,ريشهر,old
30.51616,50.39397,الزيتون,old
33.35932,44.35693,بغداد,old
41.03701,68.97779,نهر الشاش,new
40.92145,68.62013,نهر الشاش,new
40.71867,68.80969,بناكث,old
40.22314,68.82906,خاوص,old
31.40761,49.76142,وادي الملح,new
31.03921,49.52322,وادي الملح,new
30.96763,49.80777,خابران,old
31.28576,49.60131,رامهرمز,old
32.48586,34.8935,قيسارية,new
31.88934,34.79421,قيسارية,new
32.19588,34.80739,ارسوف,old
32.17778,34.88134,كفرسابا,old
32.7475,34.95381,الكنيسة,old
30.7313,49.69307,اسك,old
30.5027,52.48426,خوسكان,old
35.43139,50.48705,ودروه,new
34.85118,50.71133,ودروه,new
35.30758,50.77259,مشكويه,old
34.97799,50.42711,ساوة,old
37.51437,56.95205,اجغ,old
37.57458,55.99881,دينازارى,old
32.5,35.49256,بيسان,old
35.62754,51.50831,الرى,old
31.92062,35.30799,اريحاء,new
31.9445,35.12677,اريحاء,new
32.22047,35.24238,نابلس,old
31.77768,35.20345,بيت المقدس,old
31.92484,34.86436,الرملة,old
31.80167,35.60287,بيت الرام,old
35.61955,63.81969,رباط كرزوان,old
31.81148,61.91828,بشتر,new
31.17842,61.43205,بشتر,new
31.26104,61.74272,كركويه,old
31.72221,61.60731,جوين,old
31.62147,48.90322,العسكر,new
31.75659,48.64322,العسكر,new
32.0511,48.85461,تستر,old
31.32986,48.69059,الأهواز,old
32.4844,67.33448,خايسار,old
35.30758,50.77259,مشكويه,old
35.62754,51.50831,الرى,old
30.24443,51.50809,خواذان,old
33.92591,58.11679,تون,old
41.02958,70.53285,خاس,old
33.56409,68.40733,غزنين,old
41.19127,61.80737,مضيق النهر,new
40.96947,61.75895,مضيق النهر,new
41.35412,61.49617,رباط ماش,old
40.79993,62.06959,نابادغين,old
28.18163,55.80841,تارم,old
40.78105,70.89318,ترمغان,old
35.97336,54.04249,جرمجوى,old
36.2852,54.80181,الحدادة,old
34.68541,50.54227,آوه,old
37.50741,62.61061,مهدي آباذ,new
36.7862,62.15477,مهدي آباذ,new
37.39749,62.29575,فاز,old
36.88847,62.46952,بحيرآباذ,old
22.86309,57.52541,نزوة,old
30.72449,51.92199,كلار,old
21.46576,40.21296,قرن,old
34.60195,47.49055,الدينور,old
33.99489,-6.88943,الرباط,old
31.4767,50.23675,جسر جهنم,old
40.71867,68.80969,بناكث,old
32.22047,35.24238,نابلس,old
30.20359,53.323,كماهنك,new
30.56584,52.8926,كماهنك,new
30.63942,53.18449,قرية الخلاف,old
30.13418,53.0309,قرية ابن بندار,old
38.22277,44.82832,سلماس,old
35.62754,51.50831,الرى,old
25.34929,49.54137,الإحساء,old
29.10304,58.34327,بم,old
29.25713,53.20589,سروستان,old
29.66254,55.59756,بيمند,old
36.17215,60.54672,العقبة,old
31.35376,26.11423,خربة القوم,old
37.48626,49.18674,خشم,old
16.9453,43.76442,صعدة,old
31.02282,32.59811,الفرما,old
29.7751,52.87257,راس السكر,old
39.55752,64.07172,بيكند,old
39.58498,64.73843,جكم,old
39.90472,64.25722,امزه,old
35.66309,4.53218,المسيلة,old
35.32395,5.35573,طبنة,old
35.49564,6.62915,دوفانة,old
35.54259,5.0297,مقرة,old
35.05003,59.41155,سنكان,old
31.51036,65.43237,بنجواى,old
30.80549,28.8519,حنية الروم,old
30.91449,27.94768,كنائس الحرير,old
36.18956,57.47851,خسروجرد,old
28.9426,35.19783,شرف البعل,old
35.4148,40.59626,فدين,old
27.79777,61.88374,خواص,old
31.86882,35.48149,الغور,old
31.39108,64.39078,بست,old
29.53796,67.85288,سيوه,old
37.48626,49.18674,خشم,old
37.12708,59.28793,قلميهن,old
32.22674,47.30428,الطيب,old
28.65133,58.73846,ريكان,old
29.16368,54.67346,كدروا,old
33.90162,35.5091,بيروت,old
31.99567,48.30405,بصنا,old
36.95541,65.16655,أندخوذ,old
36.65798,55.30802,زرداباذ,old
38.22114,67.03158,باب الحديد,old
27.65788,68.90569,الرور,old
39.05149,45.54765,نشوى,new
38.61164,44.3477,نشوى,new
40.16468,44.68562,دبيل,old
38.5865,44.99055,خوى,old
35.55078,0.442,هوارة,old
22.0856,39.64789,أمج,new
22.17913,39.38243,أمج,new
21.88079,39.46144,عسفان,old
22.38571,39.56795,الخيم,old
31.39108,64.39078,بست,old
35.62754,51.50831,الرى,old
38.75648,41.48709,موش,old
36.60408,51.45535,سالوس,old
36.17215,60.54672,العقبة,old
40.53599,72.85752,أوش,old
24.47782,39.60908,المدينة,old
39.74891,65.32154,جب سعيد,new
38.74045,65.14993,جب سعيد,new
39.03468,65.44949,بزدة,old
39.44667,65.02339,رباط عتيق,old
31.85842,66.38343,رباط سراب,old
32.35928,62.06561,فره,old
35.49564,6.62915,دوفانة,old
29.53796,67.85288,سيوه,old
35.9347,64.83857,اليهودية,old
31.79256,51.69552,كرو,old
32.30201,-4.52149,العريش,old
34.60739,42.20359,آلوسة,new
34.06695,41.93848,آلوسة,new
34.23688,42.18317,الفحيمة,old
34.43481,41.95904,عانة,old
35.49513,53.40856,سمنان,old
35.49564,6.62915,دوفانة,old
35.10371,49.791,الروذة,old
34.33419,62.15235,هراة,old
30.00577,53.78841,راس الدنيا,old
34.51977,47.21573,قصر عمرو,new
34.06683,47.07237,قصر عمرو,new
34.43457,46.93427,الزبيدية,old
34.32388,47.09845,قرماسين,old
31.25837,52.32292,إصطخران,new
30.82215,52.15124,إصطخران,new
30.82066,52.44521,قصر أعين,old
31.25559,52.02871,خان روشن,old
42.78086,59.47524,درسان,new
42.21635,59.67899,درسان,new
42.80533,59.79383,كردر,old
42.39769,59.5047,مزداخقان,old
14.25594,44.28003,یحصب,new
14.49895,44.15172,یحصب,new
14.1937,44.03504,السحول,old
14.56364,44.3972,ذمار,old
32.77755,35.51241,طبرية,old
33.2515,35.67787,بانياس,old
33.26921,35.20796,صور,old
28.87915,55.33985,كاهون,old
34.43457,46.93427,الزبيدية,old
40.24606,69.63107,خجندة,old
27.50168,36.07695,الكلاية,old
35.13557,58.4113,طريثيث,old
19.90633,73.01422,سندان,old
7.60759,80.81976,سرنديب,old
28.69436,57.80498,جيرفت,old
35.9347,64.83857,اليهودية,old
31.51036,65.43237,بنجواى,old
36.78497,66.88305,بلخ,old
28.06253,35.57504,الاعراء,old
33.6437,42.80628,هيت,old
34.43481,41.95904,عانة,old
36.18956,57.47851,خسروجرد,old
30.21369,50.49933,مهربان,new
30.05091,50.00241,مهربان,new
30.34108,50.22217,ريشهر,old
29.92283,50.27838,سينيز,old
36.76021,69.62314,الطالقان,old
26.55412,37.99288,قرح,old
41.35412,61.49617,رباط ماش,old
36.12138,58.79841,نيسابور,old
26.28437,50.19373,الدارين,old
35.70049,10.14137,القيروان,old
33.69175,10.27879,كتانة,old
33.90162,35.5091,بيروت,old
33.51843,36.30199,دمشق,old
33.26921,35.20796,صور,old
34.15941,35.99225,جبل لبنان,old
31.92484,34.86436,الرملة,old
31.36636,49.31814,آزر,new
31.16753,49.32395,آزر,new
31.24752,49.04158,أجم,old
31.28576,49.60131,رامهرمز,old
42.56503,70.50767,تمتاج,old
26.28437,50.19373,الدارين,old
37.18967,41.48245,المونسة,new
36.85799,41.45857,المونسة,new
36.99109,41.72002,أذرمة,old
37.05514,41.22167,نصيبين,old
20.85351,41.68929,صفر,old
37.17132,61.16474,أشترمغك,new
36.37223,61.49566,أشترمغك,new
36.51694,61.18671,سرخس,old
37.03409,61.47492,تلستانة,old
31.72221,61.60731,جوين,old
29.88067,53.16886,قرية الحمام,old
42.0552,60.19436,وايخان,old
31.2579,35.73272,مآب,old
32.07029,36.08689,الزرقاء,old
13.97911,44.17683,الثجة,old
17.60657,43.54039,المهجرة,old
34.44044,35.85194,طرابلس,old
34.68541,50.54227,آوه,old
39.17015,63.61874,فربر,old
39.06795,63.51255,آمل,old
38.26337,67.89454,الصغانيان,old
37.19091,55.206,جرجان,old
31.92484,34.86436,الرملة,old
40.32189,38.49484,قلونية العوفي,old
30.71061,31.79581,فاقوس,old
42.23062,69.75409,إسبيجاب,old
34.4848,47.36433,جبل بيستون,new
34.30755,47.3856,جبل بيستون,new
34.46868,47.65232,قنطرة النعمان,old
34.32388,47.09845,قرماسين,old
26.71435,42.29198,توز,old
33.44757,48.7573,دارقان,old
33.88116,49.54697,كرج,old
41.72062,60.70385,كث,old
29.54062,52.92548,داريان,old
27.0994,56.94955,هرموز,old
38.02656,47.9913,النير,old
33.56409,68.40733,غزنين,old
28.38115,53.92777,جويم ابى احمد,new
27.94335,53.98961,جويم ابى احمد,new
28.26649,54.21531,كرب,old
28.05935,53.70323,كاريان,old
31.77768,35.20345,بيت المقدس,old
31.93113,35.91903,عمان,old
35.32395,5.35573,طبنة,old
34.53863,36.74279,شمسين,old
42.2688,59.81853,نوباغ,old
37.01396,42.99619,معلثايا,new
36.73617,42.78237,معلثايا,new
36.63683,43.055,مزارعى,old
37.11078,42.72248,الحسنية,old
38.64984,-9.19189,المعدن,old
37.9789,41.65964,أرزن,old
30.80474,48.0295,نهر دبا,new
30.11022,47.94668,نهر دبا,new
30.49692,47.83555,الأبلة,old
30.41602,48.14211,فم العضدى,old
37.34276,46.24758,مراغة,old
36.5057,46.2141,برزة,old
36.66235,48.5053,زنجان,old
38.26337,67.89454,الصغانيان,old
36.53215,53.11807,سارية,old
21.39132,39.83612,مکه,old
21.62677,40.42853,ذات عرق,old
31.19326,51.81266,جعفرآباذ,old
35.31623,46.98439,سيسر,old
25.8651,68.87697,المنصورة,old
33.05675,11.63847,بارجمت,old
37.27,59.59733,أبيورد,old
32.0511,48.85461,تستر,old
32.17254,47.70188,قرقوب,old
31.99567,48.30405,بصنا,old
35.36971,1.36504,تاهرت,old
35.28205,-1.45702,الشقور,old
25.8651,68.87697,المنصورة,old
29.64265,67.65738,بالس,old
29.12094,70.8735,بسمد,old
34.15941,35.99225,جبل لبنان,old
34.33419,62.15235,هراة,old
34.02567,36.7322,النبک,old
35.4148,40.59626,فدين,old
34.71355,40.74111,الدالية,old
27.67097,36.48835,الرحبة,old
37.47663,54.1965,أستراباذ,new
36.81455,54.32116,أستراباذ,new
37.02772,54.04327,آبسكون,old
36.53215,53.11807,سارية,old
36.7312,54.05573,طميسة,old
35.51814,69.81804,بنجهير,old
30.77763,49.97179,دهليزان,old
23.85851,39.20944,العرج,old
23.22814,39.09484,الأبواء,old
32.77755,35.51241,طبرية,old
17.31174,43.71306,عرقة,old
33.74546,36.60247,القطيفة,old
27.67097,36.48835,الرحبة,old
42.44659,59.6223,روزوند,new
41.42256,59.51666,روزوند,new
42.00196,59.39815,نوزوار,old
41.86361,59.74298,اوزارمند,old
30.13305,55.91036,أناس,new
30.20225,55.87182,أناس,new
29.79365,55.67825,كردكان,old
30.39947,56.02186,الروذان,old
33.88116,49.54697,كرج,old
35.08069,63.52263,رباط شور,old
31.65292,44.18717,القادسية,old
33.85526,44.22504,عكبرا,old
26.55412,37.99288,قرح,old
34.30577,46.22379,المرج,old
33.94771,56.22435,حلوان,old
33.44757,48.7573,دارقان,old
36.46025,64.93938,فارياب,old
31.4018,20.24835,سلوق,old
34.64592,48.85744,طاق سعيد,new
34.34354,48.62822,طاق سعيد,new
34.77554,48.57908,همذان,old
34.21059,48.90536,جوراب,old
31.32986,48.69059,الأهواز,old
28.92193,53.63181,فسا,old
35.70049,10.14137,القيروان,old
33.51843,36.30199,دمشق,old
38.26337,67.89454,الصغانيان,old
37.34276,46.24758,مراغة,old
37.38856,47.2569,خونج,old
26.70943,61.22272,راسك,old
34.95777,48.98488,بوزنجرد,old
36.12138,58.79841,نيسابور,old
36.5057,46.2141,برزة,old
40.5566,72.18143,قبا,old
21.39132,39.83612,مکه,old
21.46201,39.1779,جدة,old
34.21512,48.39263,نهاوند,old
34.4958,47.90457,قصر اللصوص,old
32.63782,45.70613,جبل,new
32.4576,45.68954,جبل,new
32.59694,45.4265,النعمانية,old
32.49681,45.96969,نهر سابس,old
28.75143,54.54591,درابجرد,old
35.05003,59.41155,سنكان,old
25.38207,60.63196,التيز,old
32.97916,44.8461,السيب,old
33.35932,44.35693,بغداد,old
33.08994,50.95356,مرج وزهر,old
33.3812,50.29276,جرباذقان,old
24.85968,40.00579,بطن النخل,old
36.0896,35.99387,السويدية,old
13.87387,44.72906,بدر,old
32.49681,45.96969,نهر سابس,old
36.12138,58.79841,نيسابور,old
27.36457,62.26752,دزك,old
43.25,68.3157,شاوغر,old
27.50168,36.07695,الكلاية,old
42.62635,70.80406,بارجاخ,old
37.47068,57.26175,سبداست,new
37.03704,57.12094,سبداست,new
37.51437,56.95205,اجغ,old
36.98777,57.43023,أسفراين,old
32.19497,46.32308,واسط,old
40.01136,64.78279,الطواويس,old
35.97336,54.04249,جرمجوى,old
30.71061,31.79581,فاقوس,old
31.1949,29.90981,الاسكندرية,old
37.26306,65.27273,رباط أفريغون,old
35.26209,52.40859,الخوار,old
38.5865,44.99055,خوى,old
25.8651,68.87697,المنصورة,old
27.46467,63.94609,مشكى,old
36.22585,68.09011,سمنجان,old
31.02269,48.881,مندم,old
35.70049,10.14137,القيروان,old
41.16025,75.81567,طباش,old
35.9347,64.83857,اليهودية,old
36.65136,65.78352,اشبورقان,old
31.36919,63.54388,رباط قهستان,old
31.39108,64.39078,بست,old
27.67097,36.48835,الرحبة,old
41.38937,60.68254,كردرانخاس,old
41.2861,61.09517,هزاراسب,old
31.99567,48.30405,بصنا,old
30.81069,48.92625,الدورق,old
30.16955,31.57979,البويب,old
12.79365,45.03942,عدن,old
31.03706,35.46845,صغر,old
31.53018,35.08912,مسجد إبراهيم,old
26.71435,42.29198,توز,old
29.66188,51.54129,دريز,old
37.34276,46.24758,مراغة,old
35.17917,60.61524,بوزجان,old
28.06253,35.57504,الاعراء,old
30.54115,18.19751,قصر العطش,old
